Gender,Marital_Status,oneProduct,prefCount,totCount,preftotCount,prefPurchase,totPurchase,preftotPurchase,Age_0_17,Age_18_25,Age_26_35,Age_36_45,Age_46_50,Age_51_55,Age_55gt,City_Category_A,City_Category_B,City_Category_C,CityYears_0,CityYears_1,CityYears_2,CityYears_3,CityYears_4gt,prefCat1_1,prefCat1_5,prefCat1_8,prefCat1_19,prefCat2_1,prefCat2_5,prefCat2_8,prefCat2_19
0,1,0,0.0289855072463768,0.0196078431372549,0.58,0.0152051827825096,0.0121457111747004,0.473363805557642,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
1,0,0,0.0165631469979296,0.00686274509803922,0.805555555555555,0.0141303559591759,0.00724238575958943,0.80447259585551,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
1,0,0,0.0227743271221532,0.0205882352941176,0.416666666666667,0.019976218613836,0.0162019694691773,0.465781116067338,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1,0,0,0.368530020703934,0.264705882352941,0.596969696969697,0.281284493668926,0.232454926889473,0.460394591908759,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0
1,1,0,0.0807453416149068,0.0568627450980392,0.592592592592592,0.0675247789581012,0.0548972497480385,0.472201353438937,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
1,1,0,0.242236024844721,0.222549019607843,0.431752873563218,0.260573260407636,0.258771190378049,0.307034098402276,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
0,0,0,0.46583850931677,0.303921568627451,0.674074074074074,0.249095625879366,0.215823705585087,0.41823598773443,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1,0,0,0.041407867494824,0.0245098039215686,0.688888888888889,0.0233211365359857,0.0177318939164703,0.517740968376583,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
1,0,0,0.0496894409937888,0.0441176470588235,0.44,0.0533572531952366,0.0493874059760738,0.365877882436869,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1,0,0,0.0269151138716356,0.0156862745098039,0.666666666666667,0.0242092033162753,0.0152879985323094,0.676298310542918,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0
1,1,0,0.182194616977226,0.156862745098039,0.46969696969697,0.202536802660775,0.170115914197285,0.445510342280468,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
1,1,0,0.229813664596273,0.183333333333333,0.519965277777778,0.178004914431103,0.157119514327853,0.402338422164954,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0
1,1,0,0.0993788819875776,0.103921568627451,0.358858858858859,0.066397112707955,0.0700258990200306,0.268944443583557,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0
0,0,0,0.132505175983437,0.0784313725490196,0.73921568627451,0.0854233148686867,0.0652558094098979,0.52985369895934,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
1,0,0,0.0786749482401656,0.0725490196078431,0.424050632911392,0.0718064123741921,0.0656239710083463,0.37487000136288,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
0,0,0,0.0062111801242236,0.00588235294117647,0.363636363636364,0.00592475738503872,0.00511042227077461,0.419298964877995,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1,1,0,0.12008281573499,0.122549019607843,0.371794871794872,0.108667014313654,0.115271463187414,0.261553295082185,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1,0,0,0.128364389233954,0.096078431372549,0.558252427184466,0.126315747278861,0.0971029789829572,0.526123768776739,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1
1,0,0,0.306418219461698,0.292156862745098,0.410891089108911,0.223466317416276,0.230142837741567,0.280124730259276,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
1,1,0,0.322981366459627,0.218627450980392,0.641812865497076,0.271165925639257,0.19271644266119,0.608264718588422,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
1,0,0,0.157349896480331,0.0950980392156863,0.725490196078431,0.191858865526574,0.123436683209954,0.715308458713361,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
0,1,0,0.062111801242236,0.057843137254902,0.416666666666667,0.0651987509488321,0.0626866838056072,0.336031701890118,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
0,1,0,0.0455486542443064,0.0352941176470588,0.516260162601626,0.0271638382996928,0.0311107510715809,0.227891685062206,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
1,1,0,0.0269151138716356,0.0137254901960784,0.754385964912281,0.0235753123994457,0.0157184893270782,0.627145019477609,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
0,0,0,0.716356107660456,0.541176470588235,0.562238180730102,0.392606233667606,0.389323408949577,0.307563724085086,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
0,0,0,0.13871635610766,0.092156862745098,0.646464646464647,0.154854139495358,0.108133340640018,0.623574152068722,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
1,1,0,0.200828157349897,0.13921568627451,0.619047619047619,0.103445932329822,0.100602658521302,0.325394629653902,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1,1,0,0.072463768115942,0.0725490196078431,0.379746835443038,0.0299479294779501,0.0299502271822962,0.314119447107726,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
0,0,0,0.248447204968944,0.191176470588235,0.545,0.17316117883668,0.142096557836777,0.466275632092681,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
1,1,0,0.0165631469979296,0.0107843137254902,0.5625,0.0172476999361918,0.0110431324709857,0.644283626485606,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1,0,0,0.277432712215321,0.303921568627451,0.337037037037037,0.263561967711102,0.295092052312685,0.220664074910936,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
1,0,0,0.0124223602484472,0.00686274509803922,0.611111111111111,0.00815877190968612,0.00496451095645295,0.620503618300992,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
1,0,0,0.498964803312629,0.420588235294118,0.486559139784946,0.420204448496682,0.382286595172346,0.376507155133069,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
1,1,0,0.0496894409937888,0.0294117647058824,0.7,0.0529635083630236,0.0339429173208929,0.695510328411328,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
0,1,0,0.0144927536231884,0.00784313725490196,0.641025641025641,0.00857729661102493,0.00481583580926694,0.674070601816657,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
1,1,0,0.248447204968944,0.132352941176471,0.85,0.206593777410453,0.121844238957177,0.820009500169914,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
1,0,0,0.146997929606625,0.117647058823529,0.514666666666667,0.136271424110011,0.10537246221769,0.520867706974034,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
1,1,0,0.0662525879917184,0.0411764705882353,0.677304964539007,0.0433221350189475,0.035516777180271,0.463049130981607,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
1,1,0,0.0351966873706004,0.0147058823529412,0.941666666666667,0.0228191619812671,0.0122714179177379,0.821013471067098,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
1,0,0,0.031055900621118,0.0176470588235294,0.695652173913043,0.0460513825162718,0.0267461824558561,0.794556313380078,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0
1,0,0,0.010351966873706,0.00490196078431373,0.65,0.00584148973657906,0.00290536016792667,0.685482239327372,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0
1,0,0,0.0227743271221532,0.00980392156862745,0.844444444444444,0.0173444507487347,0.00841825368650034,0.881452136866494,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1,0,0,0.0600414078674948,0.0401960784313725,0.619565217391304,0.0657127510282735,0.0466245261575337,0.597832975926263,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
1,1,0,0.281573498964803,0.188235294117647,0.650592216582064,0.282610763281919,0.190695509009857,0.664508834225812,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
1,1,0,0.0434782608695652,0.0225490196078431,0.791666666666667,0.0204306376844233,0.0137799941387682,0.610921177137826,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0
1,1,0,0.200828157349897,0.15,0.564345991561181,0.122132504519593,0.108432501721439,0.397628685567793,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
1,1,0,0.0165631469979296,0.0215686274509804,0.265432098765432,0.0189626126436367,0.0173925143016438,0.37827628760126,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
1,0,0,0.287784679089027,0.23921568627451,0.493975903614458,0.261238490570713,0.230841706237923,0.401284717812389,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1,1,0,0.0476190476190476,0.0215686274509804,0.91358024691358,0.0586486662782058,0.029742653803725,0.968041420485141,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
1,0,0,0.0683229813664596,0.0607843137254902,0.442786069651741,0.0480383271693409,0.0394274100741708,0.462603698322456,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
0,0,0,0.225672877846791,0.140196078431373,0.708333333333333,0.141615494414873,0.0971119376136209,0.641979382162878,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
1,0,0,0.494824016563147,0.424509803921569,0.475266362252664,0.323955063893799,0.290306332751181,0.389296347992126,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
0,1,0,0.0124223602484472,0.0156862745098039,0.277777777777778,0.00953879197409192,0.00968980741326687,0.32660439038174,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
0,0,0,0.041407867494824,0.0490196078431373,0.3,0.0356693461722208,0.0362616777895055,0.300709870911004,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0
1,0,0,0.480331262939959,0.412745098039216,0.474178403755869,0.456640877382284,0.416535726113694,0.374264441352885,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
0,0,0,0.0910973084886128,0.0823529411764706,0.436329588014981,0.053897126373324,0.0503204378292475,0.359212954511836,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0
1,1,0,0.0455486542443064,0.0441176470588235,0.393333333333333,0.0622705356788208,0.0499917323275523,0.48285488353562,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
0,0,0,0.0227743271221532,0.0186274509803922,0.465277777777778,0.0153334550462199,0.0226441779622451,0.108979897056844,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
1,0,0,0.308488612836439,0.293137254901961,0.412828947368421,0.312805580426527,0.274063382311946,0.408566966724767,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1,0,0,0.130434782608696,0.0774509803921569,0.736111111111111,0.107419092816279,0.0644609691999419,0.787351697854373,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
1,0,0,0.122153209109731,0.11078431372549,0.436440677966102,0.107097136722563,0.0882581419895308,0.461620471560239,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
1,0,0,0.0579710144927536,0.0441176470588235,0.533333333333333,0.0521144334356232,0.037941802257289,0.569658357723543,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
1,0,0,0.132505175983437,0.122549019607843,0.425641025641026,0.150043565196382,0.151363498821797,0.296536078621738,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0
1,0,0,0.0269151138716356,0.0225490196078431,0.458333333333333,0.0240955074461685,0.0194699635698237,0.470494532441024,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
0,1,0,0.440993788819876,0.292156862745098,0.661166116611661,0.336925138922141,0.250081699852516,0.564049005069288,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
1,1,0,0.0496894409937888,0.0274509803921569,0.752525252525252,0.0321427699447883,0.0201046920828102,0.700166387416345,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
1,0,0,0.623188405797101,0.477450980392157,0.551829268292683,0.50008618292718,0.391784554462994,0.511137619999145,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1,1,0,0.0910973084886128,0.0843137254901961,0.423076923076923,0.0685309145265788,0.0654832061414272,0.340484120993493,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0
1,1,0,0.0269151138716356,0.0274509803921569,0.363636363636364,0.0263147633722924,0.0284881595970522,0.263765138888722,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
1,0,0,0.072463768115942,0.111764705882353,0.196078431372549,0.0906877616234896,0.102813820117368,0.217472798202142,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
1,0,0,0.020703933747412,0.0127450980392157,0.611111111111111,0.0166666484461747,0.0109014145582514,0.625183415299482,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
1,0,0,0.0144927536231884,0.00980392156862745,0.533333333333333,0.0092705863317886,0.00726401989959662,0.476702353665595,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
1,0,0,0.0082815734989648,0.00490196078431373,0.533333333333333,0.00341415579176601,0.0045032367818502,0.259779256615168,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
0,1,0,0.0289855072463768,0.0196078431372549,0.58,0.0293255174710832,0.0275771431022118,0.357473495933849,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1,1,0,0.132505175983437,0.0872549019607843,0.652482269503546,0.122870616650687,0.0872869883037452,0.603856626790266,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
1,0,0,0.0165631469979296,0.00980392156862745,0.611111111111111,0.0199731211301953,0.0127387915855585,0.656484577555238,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
0,1,1,0.0331262939958592,0.0196078431372549,0.673333333333333,0.0145701986361597,0.0111596899741963,0.502038313258522,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
0,0,0,0.22360248447205,0.202941176470588,0.438679245283019,0.174498562949796,0.1726080336997,0.31088397167115,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
0,1,0,0.031055900621118,0.0245098039215686,0.494444444444444,0.0188760653066163,0.0164670115104108,0.412946263667499,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
0,1,0,0.0289855072463768,0.0215686274509804,0.524691358024691,0.0248483781757862,0.0216749303680901,0.412879361389506,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
1,1,0,0.0248447204968944,0.0137254901960784,0.692982456140351,0.017854077910095,0.0136073022370368,0.510312407917886,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1,1,0,0.0020703933747412,0.00490196078431373,0.183333333333333,0.00313957297726119,0.00685268532571532,0.0860900745340746,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
1,1,0,0.0331262939958592,0.0196078431372549,0.673333333333333,0.0296175919579121,0.0214212295720586,0.564496082407567,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
1,0,0,0.0476190476190476,0.0313725490196078,0.621621621621622,0.066579135423078,0.0429916108142109,0.693960580242522,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
1,0,0,0.25879917184265,0.212745098039216,0.500750750750751,0.224250891801981,0.188352255263791,0.445589079538211,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
1,0,0,0.41407867494824,0.270588235294118,0.672004744958482,0.492794159822139,0.300207716335444,0.787260352339217,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
1,1,0,0.0227743271221532,0.0127450980392157,0.675925925925926,0.0211915254305229,0.0157253512569483,0.534930592142591,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
0,1,0,0.0248447204968944,0.0117647058823529,0.794117647058823,0.0132344543673244,0.00677015155811078,0.796542945699131,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
0,1,0,0.0434782608695652,0.0225490196078431,0.791666666666667,0.0319543700574638,0.0221967229519641,0.602130068157926,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
1,0,0,0.46583850931677,0.349019607843137,0.566943674976916,0.29642353606546,0.29827960934652,0.296819842956367,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1,0,0,0.0455486542443064,0.0205882352941176,0.91025641025641,0.0478965717415474,0.0251811859225603,0.910002901221142,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
1,0,0,0.05175983436853,0.0372549019607843,0.565891472868217,0.0633601211006781,0.0488188188426688,0.519663266518479,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
1,0,0,0.0227743271221532,0.00980392156862745,0.844444444444444,0.0112764802965422,0.00482145877957718,0.902982720073387,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
0,1,0,0.467908902691511,0.306862745098039,0.669811320754717,0.409699423831602,0.294620008720369,0.597230265568707,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
1,0,0,0.523809523809524,0.455882352941176,0.466312056737589,0.418852123580123,0.393397584505381,0.350299848492904,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0
1,0,0,0.020703933747412,0.0147058823529412,0.533333333333333,0.011589143939336,0.0118692325836834,0.316820726116184,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
0,0,0,0.0641821946169772,0.0647058823529412,0.375586854460094,0.0529144952395321,0.0618210322915748,0.203721352356518,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
1,1,0,0.05175983436853,0.042156862745098,0.489583333333333,0.0505297972460091,0.0451949574345913,0.392691049777166,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0
1,1,0,0.91304347826087,1,0.337560975609756,0.693594002980144,0.824872970905894,0.178935619574906,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
1,0,0,0.072463768115942,0.0637254901960784,0.45,0.0757677295408472,0.0668806572203942,0.402757776671094,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
1,1,0,0.0144927536231884,0.00980392156862745,0.533333333333333,0.0154529814737681,0.0137060377835013,0.401985713395559,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
0,0,0,0.0973084886128364,0.0901960784313725,0.422680412371134,0.0787391273769087,0.0693157845830544,0.404952048336149,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
1,0,0,0.0434782608695652,0.0333333333333333,0.521367521367521,0.0323849202835254,0.0320570302615873,0.320285947106269,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
1,0,0,0.329192546583851,0.225490196078431,0.632624113475177,0.192564909591741,0.178082424167336,0.36359168125325,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
1,0,0,0.0144927536231884,0.0137254901960784,0.385964912280702,0.0119952787061118,0.0116283979061583,0.348452808611581,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1,0,0,0.360248447204969,0.208823529411765,0.775229357798165,0.220741442837033,0.147380815664261,0.674707945868403,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
0,0,0,0.0745341614906832,0.0745098039215686,0.380658436213992,0.0710469822674528,0.0709499722425406,0.30738873793712,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
0,1,0,0.05175983436853,0.0264705882352941,0.817708333333333,0.046594353178,0.0280735846673989,0.755555137569785,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
1,1,0,0.134575569358178,0.109803921568627,0.501424501424501,0.127177029935904,0.120093970317388,0.347589294854019,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
1,1,0,0.151138716356108,0.164705882352941,0.339113680154143,0.130250098117349,0.152094961485036,0.195727660423723,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0
1,1,0,0.285714285714286,0.21078431372549,0.575757575757576,0.264548425148215,0.209753947396636,0.498825748246973,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0
1,1,0,0.136645962732919,0.0950980392156863,0.611111111111111,0.16206453479622,0.109933262966784,0.654865699938621,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
1,0,0,0.316770186335404,0.170588235294118,0.843575418994413,0.310573570156,0.185951914073389,0.805661013717327,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
0,0,0,0.175983436853002,0.194117647058824,0.333333333333333,0.165224514724526,0.182431744050016,0.231742386616071,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0
0,0,0,0.273291925465839,0.184313725490196,0.643350604490501,0.186713034174719,0.176942295458498,0.344021782215604,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
1,0,0,0.0393374741200828,0.0205882352941176,0.775641025641026,0.028092172367312,0.0169002661380439,0.73015490622544,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
0,0,0,0.380952380952381,0.307843137254902,0.513584117032393,0.295948892248748,0.250254677667992,0.439708930254839,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
1,0,0,0.0393374741200828,0.0372549019607843,0.403100775193798,0.0382380711349872,0.0418178395880936,0.250774975982873,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
1,0,0,0.020703933747412,0.0107843137254902,0.708333333333333,0.0223175518363887,0.0154435356093656,0.593317783467988,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
1,0,0,0.0186335403726708,0.0127450980392157,0.546296296296296,0.019726415668457,0.0155098675981101,0.488830272787704,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
0,0,0,0.0372670807453416,0.0333333333333333,0.431623931623932,0.019917184219742,0.0239526145620635,0.207165728752128,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
1,1,0,0.182194616977226,0.116666666666667,0.68010752688172,0.121900375451458,0.0996183528032651,0.469389269095286,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
1,1,0,0.062111801242236,0.042156862745098,0.611111111111111,0.0546006195696101,0.0438524017945853,0.481771282629301,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0
1,0,0,0.0124223602484472,0.00882352941176471,0.5,0.0112043271482051,0.01156120817618,0.313410953022883,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
1,1,0,0.186335403726708,0.111764705882353,0.735294117647059,0.115831311769745,0.0759141019806675,0.68853023745746,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0
1,0,0,0.0372670807453416,0.0392156862745098,0.351851851851852,0.0312632667957406,0.0360888905831926,0.220047022518114,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
0,0,0,0.0165631469979296,0.00784313725490196,0.730769230769231,0.00735488380245634,0.00495888798614271,0.553809323723649,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
1,0,0,0.260869565217391,0.263725490196078,0.378345498783455,0.244668228527241,0.244154707927197,0.30346918803332,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0
1,0,0,0.0165631469979296,0.00980392156862745,0.611111111111111,0.0123698920217203,0.0080617192469985,0.60927980969138,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
1,1,0,0.213250517598344,0.143137254901961,0.644591611479029,0.163099458742065,0.128507744688557,0.503714672229642,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
1,1,0,0.0351966873706004,0.0186274509803922,0.756944444444444,0.0292083597074955,0.0196600009053935,0.627521330819283,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
1,0,0,0.107660455486542,0.101960784313725,0.41131498470948,0.078185588829818,0.0793212407703469,0.295309449905083,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
0,0,0,0.227743271221532,0.226470588235294,0.387005649717514,0.196953132886057,0.217629346186745,0.230553823916826,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1,1,0,0.0186335403726708,0.0156862745098039,0.444444444444444,0.0302472921615808,0.0215151045848652,0.579526361323849,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0
1,1,0,0.0186335403726708,0.0137254901960784,0.508771929824561,0.00817990768041111,0.00791742811056284,0.356697769175926,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
